"","year","sample","flag","type","first_year"
"615",1,7,"224","resight",FALSE
"616",1,7,"239","resight",FALSE
"617",1,7,"60","resight",FALSE
"618",1,7,"224","resight",FALSE
"619",1,7,"235","resight",FALSE
"620",1,7,"183","resight",FALSE
"621",1,7,"259","resight",FALSE
"622",1,7,"276","resight",FALSE
"623",1,7,"245","resight",FALSE
"624",1,7,"52","resight",FALSE
"625",1,7,"277","resight",FALSE
"626",1,7,"278","resight",FALSE
"627",1,7,"276","resight",FALSE
"628",1,7,"171","resight",FALSE
"629",1,7,"243","resight",FALSE
"630",1,7,"261","resight",FALSE
"631",1,7,"90","resight",FALSE
"632",1,7,"198","resight",FALSE
"633",1,7,"179","resight",FALSE
"634",1,7,"193","resight",FALSE
"635",1,7,"155","resight",FALSE
"636",1,7,"155","resight",FALSE
"637",1,7,"261","resight",FALSE
"638",1,7,"245","resight",FALSE
"639",1,7,"279","resight",FALSE
"640",1,7,"276","resight",FALSE
"641",1,7,"280","resight",FALSE
"642",1,7,"121","resight",FALSE
"643",1,7,"239","resight",FALSE
"644",1,7,"281","resight",FALSE
"645",1,7,"255","resight",FALSE
"646",1,7,"274","resight",FALSE
"647",1,7,"60","resight",FALSE
"648",1,7,"219","resight",FALSE
"649",1,7,"225","resight",FALSE
"650",1,7,"282","resight",FALSE
"651",1,7,"283","resight",FALSE
"652",1,7,"60","resight",FALSE
"653",1,7,"256","resight",FALSE
"654",1,7,"187","resight",FALSE
"655",1,7,"284","resight",FALSE
"656",1,7,"285","resight",FALSE
"657",1,7,"28","resight",FALSE
"658",1,7,"266","resight",FALSE
"659",1,7,"240","resight",FALSE
"660",1,7,"171","resight",FALSE
"661",1,7,"240","resight",FALSE
"662",1,7,"263","resight",FALSE
"663",1,7,"286","resight",FALSE
"664",1,7,"238","resight",FALSE
"665",1,7,"252","resight",FALSE
"666",1,7,"208","resight",FALSE
"667",1,7,"72","resight",FALSE
"668",1,7,"162","resight",FALSE
"669",1,7,"132","resight",FALSE
"670",1,7,"150","resight",FALSE
"671",1,7,"54","resight",FALSE
"672",1,7,"193","resight",FALSE
"673",1,7,"173","resight",FALSE
"674",1,7,"207","resight",FALSE
"675",1,7,"219","resight",FALSE
"676",1,7,"287","resight",FALSE
"677",1,7,"288","resight",FALSE
"678",1,7,"177","resight",FALSE
"679",1,7,"141","resight",FALSE
"680",1,7,"166","resight",FALSE
"681",1,7,"289","resight",FALSE
"682",1,7,"261","resight",FALSE
"683",1,7,"290","resight",FALSE
"684",1,7,"291","resight",FALSE
"685",1,8,"190","resight",FALSE
"686",1,8,"292","resight",FALSE
"687",1,8,"293","resight",FALSE
"688",1,8,"294","resight",FALSE
"689",1,8,"257","resight",FALSE
"690",1,8,"295","resight",FALSE
"691",1,8,"22","resight",FALSE
"692",1,8,"157","resight",FALSE
"693",1,8,"296","resight",FALSE
"694",1,8,"297","resight",FALSE
"695",1,8,"148","resight",FALSE
"696",1,8,"298","resight",FALSE
"697",1,8,"224","resight",FALSE
"698",1,8,"299","resight",FALSE
"699",1,8,"300","resight",FALSE
"700",1,8,"293","resight",FALSE
"701",1,8,"301","resight",FALSE
"702",1,8,"302","resight",FALSE
"703",1,8,"255","resight",FALSE
"704",1,8,"303","resight",FALSE
"705",1,8,"304","resight",FALSE
"706",1,8,"301","resight",FALSE
"707",1,8,"292","resight",FALSE
"708",1,8,"305","resight",FALSE
"709",1,8,"306","resight",FALSE
"710",1,8,"245","resight",FALSE
"711",1,8,"298","resight",FALSE
"712",1,8,"307","resight",FALSE
"713",1,8,"299","resight",FALSE
"714",1,8,"292","resight",FALSE
"715",1,8,"308","resight",FALSE
"716",1,8,"309","resight",FALSE
"717",1,8,"258","resight",FALSE
"718",1,8,"133","resight",FALSE
"719",1,8,"203","resight",FALSE
"720",1,8,"260","resight",FALSE
"721",1,8,"310","resight",FALSE
"722",1,8,"159","resight",FALSE
"723",1,8,"299","resight",FALSE
"724",1,8,"311","resight",FALSE
"725",1,8,"300","resight",FALSE
"726",1,8,"312","resight",FALSE
"727",1,8,"313","resight",FALSE
"728",1,8,"311","resight",FALSE
"729",1,8,"151","resight",FALSE
"730",1,8,"178","resight",FALSE
"731",1,8,"159","resight",FALSE
"732",1,8,"314","resight",FALSE
"733",1,8,"216","resight",FALSE
"734",1,8,"315","resight",FALSE
"735",1,8,"255","resight",FALSE
"736",1,8,"314","resight",FALSE
"737",1,8,"316","resight",FALSE
"738",1,8,"298","resight",FALSE
"739",1,8,"178","resight",FALSE
"740",1,8,"317","resight",FALSE
"741",1,8,"318","resight",FALSE
"742",1,8,"319","resight",FALSE
"743",1,8,"302","resight",FALSE
"744",1,8,"245","resight",FALSE
"745",1,8,"189","resight",FALSE
"746",1,8,"255","resight",FALSE
"747",1,8,"307","resight",FALSE
"748",1,8,"314","resight",FALSE
"749",1,8,"318","resight",FALSE
"750",1,8,"295","resight",FALSE
"751",1,8,"255","resight",FALSE
"752",1,8,"127","resight",FALSE
"753",1,8,"316","resight",FALSE
"754",1,8,"319","resight",FALSE
"755",1,8,"255","resight",FALSE
"756",1,8,"311","resight",FALSE
"757",1,8,"320","resight",FALSE
"758",1,8,"257","resight",FALSE
"759",1,8,"301","resight",FALSE
"760",1,8,"320","resight",FALSE
"761",1,8,"157","resight",FALSE
"762",1,8,"152","resight",FALSE
"763",1,8,"313","resight",FALSE
"764",1,8,"321","resight",FALSE
"765",1,8,"55","resight",FALSE
"766",1,8,"322","resight",FALSE
"767",1,9,"237","resight",FALSE
"768",1,9,"323","resight",FALSE
"769",1,9,"324","resight",FALSE
"770",1,9,"325","resight",FALSE
"771",1,9,"313","resight",FALSE
"772",1,9,"326","resight",FALSE
"773",1,9,"327","resight",FALSE
"774",1,9,"328","resight",FALSE
"775",1,9,"329","resight",FALSE
